Title,Description,Impact,Urgency,AssignedTo,AffectedUser,TierQueue,Classification,Source,Status,TicketID,TicketLink,SelectedComputer,OS,CPU,MemoryTotal,LastBoot,WcryPatched,HotFix,BiosVersion,DiskFree,DiskTotal,IpAddress,MemoryPercent,Uptime,ActiveUser,ComputerSerial,ComputerModel
Please Ignore,Test2,System.WorkItem.TroubleTicket.ImpactEnum.High,System.WorkItem.TroubleTicket.UrgencyEnum.Medium,System.WorkItem.TroubleTicket.UrgencyEnum.Medium,Arman.Ramazyan,Jason.Daradal,PITechWest,IncidentClassificationEnum.EnterpriseApplications,Console,IR528,http://GLD-WIN2016-D1.FNFGLOBAL.LOCAL:8080/MyRequests/RequestDetails?type=IncidentRequest&id=IR528,localhost,Microsoft Windows Server 2019 Standard 64-bit,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,15.91,5/3/2019 4:48:55 PM,False,None,L01 v02.57,405.61,465,10.193.100.185,53.56 %,3 Days 22 Hours 15 Minutes 1 Seconds,adm-arman.ramazyan,MXL5112K9G,HP EliteDesk 800 G1 TWR
