Title,Description,Impact,Urgency,AssignedTo,AffectedUser,TierQueue,Classification,Source,Status,TicketID,TicketLink,SelectedComputer,OS,CPU,MemoryTotal,LastBoot,WcryPatched,HotFix,BiosVersion,DiskFree,DiskTotal,IpAddress,MemoryPercent,Uptime,ActiveUser,ComputerSerial,ComputerModel
,,,,,,,,,,,,,,,,,,,,,,,,,,,
