Username,Server,ComputerModel,ComputerSerial,OS,CPU,MemoryTotal,LastBoot,WCryPatched,HotFix,BiosVersion,DiskFree,DiskTotal,IpAddress
,,,,,,,,,,,,,
,,,,,,,,,,,,,
